type	string
mult_constraints_three_reverse_simple	作为985,211重点工程学校，以世界一流大学为发展目标的某校，它的现任校长是谁？	select ?y where { ?x <属性> <211工程>. ?x <属性> <985工程>. ?x <发展定位> <世界一流大学>. ?x <现任校长> ?y. }
mult_constraints_three_reverse_simple	梁胜权执导的主演为胡歌林依晨的电视剧在什么时候上映？	select ?x where { ?y <主演> <胡歌_（中国内地男演员）>. ?y <主演> <林依晨> . ?y <导演> <梁胜权>. ?y <上映时间> ?x. }
mult_constraints_two	《革命之路》与《朗读者》的女主角是谁？	select ?x where { <革命之路_（2008年美国影片）> <主演> ?x. <朗读者_（2008年美国电影）> <主演> ?x. }
mult_constraints_two	周杰伦和钟兴民的共同创作的歌曲是？	select ?x where { <周杰伦> <代表作品> ?x. <钟兴民> <代表作品> ?x. }
mult_constraints_two	卡库、鹤参谋是哪儿的人物？	select ?x where { <鹤参谋> <登场作品> ?x. <卡库> <登场作品> ?x. }
mult_constraints_two	出演了《仙剑奇侠传三》和《小时代》的明星是谁？	select ?x where { <仙剑奇侠传三_（2009年李国立执导电视剧）> <主演> ?x. <小时代_（2013年郭敬明执导电影）> <主演> ?x. }
mult_constraints_two	《这个杀手不太冷》和《V字仇杀队》共同的演员是？	select ?x where { <这个杀手不太冷> <主演> ?x. <V字仇杀队_（2005年詹姆斯·麦克提格执导电影）> <主演> ?x. }
mult_constraints_two	在金庸小说《天龙八部》中，鸠摩智和游坦之都会什么武功？	select ?x where { <鸠摩智> <武功> ?x. <游坦之> <内功> ?x. }
mult_constraints_two_reverse	我们会在哪个民俗节日里猜灯谜？	select ?x where { ?x <类别> <民俗>. ?x <节日活动> <猜灯谜>. }
mult_constraints_two_reverse	武汉大学出了哪些科学家	select ?x where { ?x <职业> <科学家_（从事科学研究的人群）>. ?x <毕业院校> <武汉大学>. }
mult_constraints_two_reverse	拜仁的西班牙球员都有谁？	select ?x where { ?x <所属运动队> <拜仁慕尼黑足球俱乐部>. ?x <国籍> <西班牙_（西班牙王国）>. }
mult_constraints_two_reverse	武汉大学出了哪些化学家	select ?x where { ?x <职业> <化学家>. ?x <毕业院校> <武汉大学>. }
mult_constraints_two_reverse	天津大学出过哪些科学家？	select ?x where { ?x <职业> <科学家_（从事科学研究的人群）>. ?x <毕业院校> <天津大学>. }
mult_constraints_two_reverse	南京大学出过哪些企业家？	select ?x where { ?x <职业> <企业家>. ?x <毕业院校> <南京大学>. }
mult_constraints_two_reverse	有哪些主持人毕业于北京大学？	select ?x where { ?x <职业> <主持人>. ?x <毕业院校> <北京大学>. }
mult_constraints_two_reverse	代表作品是黄飞鸿且信奉佛教的是谁？	select ?x where { ?x <信仰> <佛教>. ?x <代表作品> <黄飞鸿>. }
mult_constraints_two_reverse	哈佛大学出了哪些总统？	select ?x where { ?x <职业> <总统_（国家元首称谓）>. ?x <毕业院校> <哈佛大学>. }
mult_constraints_two_reverse	少女时代的门面担当是谁？	select ?x where { ?x <所属组合> <少女时代_（韩国女子演唱团体）>. ?x <队内职务> <门面担当>. }
mult_constraints_two_reverse	北京大学培养了哪些中科院院士？	select ?x where { ?x <毕业院校> <北京大学>. ?x <职业> <中国科学院院士>. }
mult_constraints_two_reverse	有哪些哲学家抱有无神论信仰？	select ?x where { ?x <职业> <哲学家_（基础含义）>. ?x <信仰> <无神论_（一种哲学观点）>. }
mult_constraints_two_reverse	北京大学出了哪些哲学家	select ?x where { ?x <职业> <哲学家_（基础含义）>. ?x <毕业院校> <北京大学>. }
mult_constraints_two_reverse	清华大学培养了哪些中科院院士？	select ?x where { ?x <毕业院校> <清华大学>. ?x <职业> <中国科学院院士>. }
mult_constraints_two_reverse	陈奕迅的歌曲里由他自己填词的有哪些？	select ?x where { ?x <歌曲原唱> <陈奕迅>. ?x <填词> <陈奕迅>. }
mult_constraints_two_reverse	周杰伦写的摇滚乐有哪些？	select ?x where { ?x <谱曲> <周杰伦>. ?x <音乐风格> <摇滚>. }
mult_constraints_two_reverse	郭敬明写过哪些长篇小说？	select ?x where { ?x <作者> <郭敬明>. ?x <文学体裁> <长篇小说>. }
mult_constraints_two_reverse	章子怡和范冰冰一起主演过的作品有哪些？	select ?x where { ?x <主演> <章子怡>. ?x <主演> <范冰冰>. }
mult_constraints_two_reverse	范冰冰和陈柏霖合作过哪些作品呢？	select ?x where { ?x <主演> <陈柏霖_（台湾演员）>. ?x <主演> <范冰冰>. }
mult_constraints_two_reverse	哈佛大学出了哪些文学家？	select ?x where { ?x <职业> <文学家>. ?x <毕业院校> <哈佛大学>. }
mult_constraints_two_reverse	北京大学出了哪些地质学家	select ?x where { ?x <职业> <地质学家>. ?x <毕业院校> <北京大学>. }
mult_constraints_two_reverse	复旦大学出了哪些科学家	select ?x where { ?x <职业> <科学家_（从事科学研究的人群）>. ?x <毕业院校> <复旦大学>. }
mult_constraints_two_reverse	清华大学出了哪些科学家	select ?x where { ?x <职业> <科学家_（从事科学研究的人群）>. ?x <毕业院校> <清华大学>. }
mult_constraints_two_reverse	亚洲哪个国家实行君主立宪制？	select ?x where { ?x <所属洲> <亚洲>. ?x <政治体制> <议会制君主立宪制>. }
mult_constraints_two_reverse	华纳签了哪些回族歌手？	select ?x where { ?x <唱片公司> <华纳唱片>. ?x <民族> <回族>. }
mult_constraints_two_reverse	主要分布于东南亚和东亚的宗教有？	select ?x where { ?x <主要分布区域> <东亚>. ?x <主要分布区域> <东南亚_（世界地理概念）>. }
mult_constraints_two_reverse	浙江大学出了哪些物理学家	select ?x where { ?x <职业> <物理学家_（探索、研究物理学的科学家）>. ?x <毕业院校> <浙江大学>. }
mult_constraints_two_reverse	清华大学出了哪些数学家	select ?x where { ?x <职业> <数学家_（数学家（世界著名数学家））>. ?x <毕业院校> <清华大学>. }
mult_constraints_two_reverse	卢浮宫收藏了达芬奇的哪部画作？	select ?x where { ?x <收藏> <卢浮宫_（世界四大博物馆之一）>. ?x <作者> <达·芬奇_（欧洲文艺复兴时期最完美的代表）>. }
mult_constraints_two_reverse	德国有哪些著名乒乓球员？	select ?x where { ?x <国籍> <德国_（德意志联邦共和国）>. ?x <运动项目> <乒乓球>. }
mult_constraints_two_reverse	有一种起源于英格兰哈罗公学的活动，它是什么？	select ?x where { ?x <起源> <英格兰>. ?x <起源> <哈罗公学>. }
mult_constraints_two_reverse	由周杰伦作曲以及演唱的歌曲是哪首？	select ?x where { ?x <作曲> <周杰伦>. ?x <演唱> <周杰伦>. }
mult_constraints_two_reverse	福茂唱片的签约歌手有哪些？	select ?x where { ?x <经纪公司> <福茂唱片>. ?x <职业> <歌手_（职业名称）>. }
mult_constraints_two_reverse	有哪些满族演员？	select ?x where { ?x <民族> <满族>. ?x <职业> <演员_（职业）>. }
mult_constraints_two_reverse	武汉大学出了哪些数学家	select ?x where { ?x <职业> <数学家_（数学家（世界著名数学家））>. ?x <毕业院校> <武汉大学>. }
mult_constraints_two_reverse	亚洲哪个国家的主要民族是印度人？	select ?x where { ?x <所属洲> <亚洲>. ?x <主要民族> <印度人>. }
mult_constraints_two_reverse	蝙蝠侠和超人共同参与的团队是哪个？	select ?x where { ?x <主要成员> <超人_（美国DC漫画旗下超级英雄）>. ?x <主要成员> <蝙蝠侠_（美国DC漫画旗下超级英雄）>. }
mult_constraints_two_reverse	由董洁和陈坤共同主演的电视剧？	select ?x where { ?x <主演> <董洁_（中国内地女演员）>. ?x <主演> <陈坤_（中国内地男演员、歌手）>. }
mult_constraints_two_reverse	清华大学出了哪些文学家	select ?x where { ?x <职业> <文学家>. ?x <毕业院校> <清华大学>. }
mult_constraints_two_reverse	从古到今，哪些个欧洲国家有巴斯克人聚居？	select ?x where { ?x <所属洲> <欧洲_（地球七大洲之一）>. ?x <主要民族> <巴斯克人>. }
mult_constraints_two_reverse	复旦大学出了哪些物理学家	select ?x where { ?x <职业> <物理学家_（探索、研究物理学的科学家）>. ?x <毕业院校> <复旦大学>. }
mult_constraints_two_reverse	武汉大学出了哪些翻译家	select ?x where { ?x <职业> <翻译家>. ?x <毕业院校> <武汉大学>. }
mult_constraints_two_reverse	南京大学出过哪些科学家？	select ?x where { ?x <职业> <科学家_（从事科学研究的人群）>. ?x <毕业院校> <南京大学>. }
mult_constraints_two_reverse	复旦大学出了哪些文学家	select ?x where { ?x <职业> <文学家>. ?x <毕业院校> <复旦大学>. }
mult_constraints_two_reverse	王菲演唱的曲子中，哪些是由林夕填过词？	select ?x where { ?x <填词> <林夕_（著名填词人）>. ?x <歌曲原唱> <王菲_（华语女歌手、演员）>. }
mult_constraints_two_reverse	复旦大学出了哪些导演	select ?x where { ?x <职业> <导演>. ?x <毕业院校> <复旦大学>. }
mult_constraints_two_reverse	清华大学出了哪些企业家	select ?x where { ?x <职业> <企业家>. ?x <毕业院校> <清华大学>. }
mult_constraints_two_reverse	北京大学出了哪些文学家	select ?x where { ?x <职业> <文学家>. ?x <毕业院校> <北京大学>. }
mult_constraints_two_reverse	浙江大学出了哪些生物学家	select ?x where { ?x <职业> <生物学家>. ?x <毕业院校> <浙江大学>. }
mult_constraints_two_reverse	清华大学出了哪些导演	select ?x where { ?x <职业> <导演>. ?x <毕业院校> <清华大学>. }
mult_constraints_two_reverse	浙江大学出了哪些翻译家	select ?x where { ?x <职业> <翻译家>. ?x <毕业院校> <浙江大学>. }
mult_constraints_two_reverse	摩羯座的物理学家有哪些？	select ?x where { ?x <星座> <摩羯座_（占星学）>. ?x <职业> <物理学家_（探索、研究物理学的科学家）>. }
mult_constraints_two_reverse	从古到今，阿拉伯国家里有哪些是君主专制的体制？	select ?x where { ?x <主要民族> <阿拉伯人_（西亚和北非的伊斯兰文化群体）>. ?x <政治体制> <君主专制政体>. }
mult_constraints_two_reverse	北京大学出了哪些导演	select ?x where { ?x <职业> <导演>. ?x <毕业院校> <北京大学>. }
mult_constraints_two_reverse	陈思诚做导演以后，请刘昊然主演的片子有什么？	select ?x where { ?x <主演> <刘昊然>. ?x <导演> <陈思成_（青年导演、演员、编剧）>. }
mult_constraints_two_reverse	浙江大学出了哪些企业家	select ?x where { ?x <职业> <企业家>. ?x <毕业院校> <浙江大学>. }
mult_constraints_two_reverse	章子怡和何润东一起主演过的作品有哪些？	select ?x where { ?x <主演> <章子怡>. ?x <主演> <何润东>. }
mult_constraints_two_reverse	复旦大学出了哪些企业家	select ?x where { ?x <职业> <企业家>. ?x <毕业院校> <复旦大学>. }
mult_constraints_two_reverse	清华大学出了哪些作家	select ?x where { ?x <职业> <作家_（汉语词语）>. ?x <毕业院校> <清华大学>. }
mult_constraints_two_reverse	武汉大学出了哪些经济学家	select ?x where { ?x <职业> <经济学家_（拥有原创的经济学基础理论的经济学人）>. ?x <毕业院校> <武汉大学>. }
mult_constraints_two_reverse	梅丽尔·斯特里普曾经在克林特·伊斯特伍德的哪一部经典电影里出演女主角？	select ?x where { ?x <主演> <梅丽尔·斯特里普>. ?x <导演> <克林特·伊斯特伍德>. }
mult_constraints_two_reverse	吉林大学出了哪些翻译家？	select ?x where { ?x <职业> <翻译家>. ?x <毕业院校> <吉林大学>. }
mult_constraints_two_reverse	哪部电影是由周迅和彭于晏共同出演？	select ?x where { ?x <主演> <周迅_（中国内地女演员、歌手）>. ?x <主演> <彭于晏>. }
mult_constraints_two_reverse	浙江大学出了哪些数学家	select ?x where { ?x <职业> <数学家_（数学家（世界著名数学家））>. ?x <毕业院校> <浙江大学>. }
mult_constraints_two_reverse	由林玉芬导演、郑爽主演的作品是哪一部？	select ?x where { ?x <主演> <郑爽_（中国内地90后女演员）>. ?x <导演> <林玉芬>. }
mult_constraints_two_reverse	有哪些苗族的歌唱家？	select ?x where { ?x <民族> <苗族>. ?x <职业> <歌唱家>. }
mult_constraints_two_reverse	哪些技术可以同时应用于农业和工业？	select ?x where { ?x <应用领域> <工业>. ?x <应用领域> <农业>. }
mult_constraints_two_reverse	鲁迅写过哪些散文诗集？	select ?x where { ?x <作者> <鲁迅_（文学家、思想家）>. ?x <类别> <散文诗集>. }
mult_constraints_two_reverse	清华大学出了哪些地质学家	select ?x where { ?x <职业> <地质学家>. ?x <毕业院校> <清华大学>. }
mult_constraints_two_reverse	复旦大学出了哪些经济学家	select ?x where { ?x <职业> <经济学家_（拥有原创的经济学基础理论的经济学人）>. ?x <毕业院校> <复旦大学>. }
mult_constraints_two_reverse	四川大学出了哪些数学家	select ?x where { ?x <职业> <数学家_（数学家（世界著名数学家））>. ?x <毕业院校> <四川大学>. }
mult_constraints_two_reverse	在以色列聚居的希伯来人的后代是什么人？	select ?x where { ?x <祖先> <希伯来人>. ?x <聚居国家> <以色列>. }
mult_constraints_two_reverse	在电击文库MAGAZINE上连载的魔幻类型的漫画是?？	select ?x where { ?x <连载杂志> <电击文库MAGAZINE>. ?x <类型> <魔幻>. }
mult_constraints_two_reverse	北京大学出了哪些数学家	select ?x where { ?x <职业> <数学家_（数学家（世界著名数学家））>. ?x <毕业院校> <北京大学>. }
mult_constraints_two_reverse	中国的航天员有哪些？	select ?x where { ?x <国籍> <中华人民共和国>. ?x <职业> <航天员>. }
mult_constraints_two_reverse	冰与火之歌中有哪些男性角色？	select ?y where { ?y <登场作品> <冰与火之歌_（乔治·R·R·马丁所著小说）>. ?y <性别> <男>. }
mult_constraints_two_reverse	厦门大学出过哪些企业家？	select ?x where { ?x <职业> <企业家>. ?x <毕业院校> <厦门大学>. }
mult_constraints_two_reverse	武汉大学出了哪些文学家	select ?x where { ?x <职业> <文学家>. ?x <毕业院校> <武汉大学>. }
mult_constraints_two_reverse	清华大学出了哪些物理学家	select ?x where { ?x <职业> <物理学家_（探索、研究物理学的科学家）>. ?x <毕业院校> <清华大学>. }
mult_constraints_two_reverse	浙江大学出了哪些作家	select ?x where { ?x <职业> <作家_（汉语词语）>. ?x <毕业院校> <浙江大学>. }
mult_constraints_two_reverse	武汉大学出了哪些物理学家	select ?x where { ?x <职业> <物理学家_（探索、研究物理学的科学家）>. ?x <毕业院校> <武汉大学>. }
mult_constraints_two_reverse	清华大学出了哪些经济学家	select ?x where { ?x <职业> <经济学家_（拥有原创的经济学基础理论的经济学人）>. ?x <毕业院校> <清华大学>. }
mult_constraints_two_reverse	大连理工大学出过哪些企业家？	select ?x where { ?x <职业> <企业家>. ?x <毕业院校> <大连理工大学>. }
mult_constraints_two_reverse	由妮娜和伊恩共同主演的美剧？	select ?x where { ?x <主演> <妮娜·杜波夫>. ?x <主演> <伊恩·萨默海尔德>. }
mult_constraints_two_reverse	在纳斯达克上市的社交网络公司有?？	select ?x where { ?x <上市市场> <纳斯达克>. ?x <领域> <社交网站_（社会性网络网站）>. }
mult_constraints_two_reverse	莫文蔚和张柏芝共同出演的电影？	select ?x where { ?x <主演> <莫文蔚>. ?x <主演> <张柏芝>. }
mult_constraints_two_reverse	卡内基梅隆大学出过哪些计算机科学家？	select ?x where { ?x <职业> <计算机科学家>. ?x <毕业院校> <卡内基·梅隆大学>. }
mult_constraints_two_reverse	罗马帝国信仰天主教的人有？	select ?x where { ?x <国籍> <罗马帝国_（古代罗马文明的一个阶段）>. ?x <信仰> <天主教>. }
mult_constraints_two_reverse	又被称为肺形草和寒莓的植物是什么？	select ?x where { ?x <别称> <肺形草>. ?x <别称> <寒莓>. }
mult_constraints_two_reverse	出生于川沙县的学者是谁？	select ?x where { ?x <出生地> <川沙县>. ?x <职业> <学者_（名词解析）>. }
mult_constraints_two_reverse	四川大学出了哪些经济学家	select ?x where { ?x <职业> <经济学家_（拥有原创的经济学基础理论的经济学人）>. ?x <毕业院校> <四川大学>. }
mult_constraints_two_reverse	南京大学出了哪些翻译家？	select ?x where { ?x <职业> <翻译家>. ?x <毕业院校> <南京大学>. }
mult_constraints_two_reverse	浙江大学出了哪些经济学家	select ?x where { ?x <职业> <经济学家_（拥有原创的经济学基础理论的经济学人）>. ?x <毕业院校> <浙江大学>. }
mult_constraints_two_reverse	四川大学出了哪些科学家	select ?x where { ?x <职业> <科学家_（从事科学研究的人群）>. ?x <毕业院校> <四川大学>. }
mult_constraints_two_reverse	李隼教练的弟子，打法为弧圈结合快攻的运动员？	select ?x where { ?x <专业特点> <弧圈结合快攻打法>. ?x <教练> <李隼>. }
mult_constraints_two_reverse	北京大学出了哪些翻译家	select ?x where { ?x <职业> <翻译家>. ?x <毕业院校> <北京大学>. }
mult_constraints_two_reverse	北京大学出了哪些企业家	select ?x where { ?x <职业> <企业家>. ?x <毕业院校> <北京大学>. }
mult_constraints_two_reverse	章子怡和李安合作过什么作品？	select ?x where { ?x <主演> <章子怡>. ?x <导演> <李安_（华人导演）>. }
mult_constraints_two_reverse	亚洲哪个国家的主要宗教是逊尼派？	select ?x where { ?x <所属洲> <亚洲>. ?x <主要宗教> <逊尼派>. }
mult_constraints_two_reverse	四川大学出了哪些导演	select ?x where { ?x <职业> <导演>. ?x <毕业院校> <四川大学>. }
mult_constraints_two_reverse	导演诺兰和休·杰克曼合作的电影是哪一部？	select ?x where { ?x <主演> <休·杰克曼>. ?x <导演> <诺兰_（英国导演）>. }
mult_constraints_two_reverse	有哪些藏族歌手？	select ?x where { ?x <民族> <藏族>. ?x <职业> <歌手_（职业名称）>. }
mult_constraints_two_reverse	剑桥大学培养出的著名物理学家有哪些？	select ?x where { ?x <毕业院校> <剑桥大学>. ?x <职业> <物理学家_（探索、研究物理学的科学家）>. }
mult_constraints_two_reverse	葛优和周润发一起演过什么电影？	select ?x where { ?x <主演> <葛优>. ?x <主演> <周润发>. }
mult_constraints_two_reverse	东南大学出过哪些企业家？	select ?x where { ?x <职业> <企业家>. ?x <毕业院校> <东南大学>. }
mult_constraints_two_reverse	亚洲哪个国家的主要民族是华人？	select ?x where { ?x <所属洲> <亚洲>. ?x <主要民族> <华人_（族群）>. }
mult_constraints_two_reverse	四川大学出了哪些生物学家	select ?x where { ?x <职业> <生物学家>. ?x <毕业院校> <四川大学>. }
mult_constraints_two_reverse	浙江大学出了哪些化学家	select ?x where { ?x <职业> <化学家>. ?x <毕业院校> <浙江大学>. }
mult_constraints_two_reverse	北京大学出了哪些诗人	select ?x where { ?x <职业> <诗人_（汉语词语）>. ?x <毕业院校> <北京大学>. }
mult_constraints_two_reverse	武汉大学出了哪些导演	select ?x where { ?x <职业> <导演>. ?x <毕业院校> <武汉大学>. }
mult_constraints_two_reverse	毕业于哈工大的乒乓球运动员都有谁？	select ?x where { ?x <运动项目> <乒乓球>. ?x <毕业院校> <哈尔滨工业大学>. }
mult_constraints_two_reverse	哈佛大学出了哪些计算机科学家？	select ?x where { ?x <职业> <计算机科学家>. ?x <毕业院校> <哈佛大学>. }
mult_constraints_two_reverse	哈佛大学出了哪些数学家？	select ?x where { ?x <职业> <数学家_（数学家（世界著名数学家））>. ?x <毕业院校> <哈佛大学>. }
mult_constraints_two_reverse	南京大学出过哪些生物学家？	select ?x where { ?x <职业> <生物学家>. ?x <毕业院校> <南京大学>. }
mult_constraints_two_reverse	复旦大学出了哪些生物学家	select ?x where { ?x <职业> <生物学家>. ?x <毕业院校> <复旦大学>. }
mult_constraints_two_reverse	有哪些西班牙语的剧情片？	select ?x where { ?x <语言> <西班牙语_（语言）>. ?x <类型> <剧情>. }
mult_constraints_two_reverse	我们会在哪个民俗节日里赏灯？	select ?x where { ?x <类别> <民俗>. ?x <节日活动> <赏灯>. }
mult_constraints_two_reverse	北京大学出了哪些政治家	select ?x where { ?x <职业> <政治家>. ?x <毕业院校> <北京大学>. }
mult_constraints_two_reverse	拿加沙足球俱乐部的后卫是谁？	select ?x where { ?x <所属运动队> <拿加沙足球俱乐部>. ?x <技术特点> <后卫_（足球运动比赛队员的位置名称）>. }
mult_constraints_two_reverse	王菲演唱，林夕填词的歌曲有哪些？	select ?x where { ?x <演唱> <王菲_（华语女歌手、演员）>. ?x <词> <林夕_（著名填词人）>. }
mult_constraints_two_reverse	北京大学出了哪些化学家	select ?x where { ?x <职业> <化学家>. ?x <毕业院校> <北京大学>. }
mult_constraints_two_reverse	清华毕业的满族人有哪些？	select ?x where { ?x <毕业院校> <清华大学>. ?x <民族> <满族>. }
mult_constraints_two_reverse	复旦大学出了哪些翻译家	select ?x where { ?x <职业> <翻译家>. ?x <毕业院校> <复旦大学>. }
mult_constraints_two_reverse	四川大学出了哪些文学家	select ?x where { ?x <职业> <文学家>. ?x <毕业院校> <四川大学>. }
mult_constraints_two_reverse	斯坦福大学出了那些经济学家？	select ?x where { ?x <职业> <经济学家_（拥有原创的经济学基础理论的经济学人）>. ?x <毕业院校> <斯坦福大学>. }
mult_constraints_two_reverse	浙江大学出了哪些政治家	select ?x where { ?x <职业> <政治家>. ?x <毕业院校> <浙江大学>. }
mult_constraints_two_reverse	使用大陆法系的欧洲国家有哪些？	select ?x where { ?x <法律体系> <大陆法系>. ?x <所属洲> <欧洲_（地球七大洲之一）>. }
mult_constraints_two_reverse	古希腊著名哲学家有哪些？	select ?x where { ?x <国籍> <古希腊_（爱琴海-色雷斯文明圈的黄金时期）>. ?x <职业> <哲学家_（基础含义）>. }
mult_constraints_two_reverse	清朝有哪些政治家？	select ?x where { ?x <国籍> <清朝_（中国历史朝代）>. ?x <职业> <政治家>. }
mult_constraints_two_reverse	儒家文化对中国影响深远，试着举出几个以它为信仰的哲学家	select ?x where { ?x <信仰> <儒道_（儒家文化）>. ?x <职业> <哲学家_（基础含义）>. }
mult_constraints_two_reverse	孟京辉导演廖一梅编剧的作品是？	select ?x where { ?x <导演> <孟京辉>. ?x <编剧> <廖一梅>. }
mult_constraints_two_reverse	上海铁路局下辖哪些特等站？	select ?x where { ?x <车站等级> <特等站>. ?x <隶属铁路局> <上海铁路局>. }
mult_constraints_two_reverse	法国的作家有哪些？	select ?x where { ?x <职业> <作家_（从事文学创作有成就的人）>. ?x <国籍> <法国_（法兰西共和国）>. }
mult_constraints_two_reverse	朱茵和张智霖合作的电视剧是哪部？	select ?x where { ?x <主演> <朱茵_（中国香港女演员）>. ?x <主演> <张智霖>. }
mult_constraints_two_reverse	导演李安和演员希斯·莱杰合作的电影是哪一部？	select ?x where { ?x <导演> <李安_（华人导演）>. ?x <主演> <希斯·莱杰>. }
mult_constraints_two_reverse	EXO-M里的中国成员是？	select ?x where { ?x <国籍> <中华人民共和国>. ?x <所属组合> <EXO-M>. }
mult_constraints_two_reverse	张一山和杨紫合作过的作品有哪些？	select ?x where { ?x <主演> <张一山_（中国内地演员）>. ?x <主演> <杨紫>. }
mult_constraints_two_reverse	清华大学出了哪些翻译家	select ?x where { ?x <职业> <翻译家>. ?x <毕业院校> <清华大学>. }
mult_constraints_two_reverse	美国有哪些篮球运动员？	select ?x where { ?x <运动项目> <篮球_（球类运动）>. ?x <国籍> <美国_（美利坚合众国）>. }
mult_constraints_two_reverse	我们会在哪个民俗节日里耍龙灯？	select ?x where { ?x <类别> <民俗>. ?x <节日活动> <耍龙灯>. }
mult_constraints_two_reverse	高圆圆和贾静雯共同主演了哪部电视剧？	select ?x where { ?x <主演> <高圆圆>. ?x <主演> <贾静雯>. }
mult_constraints_two_reverse	有哪些思想家信仰共产主义？	select ?x where { ?x <信仰> <共产主义>. ?x <职业> <思想家_（词语）>. }
mult_constraints_two_reverse	中国史上有一位出生在台安县的一级上将，他是谁？	select ?x where { ?x <出生地> <台安县>. ?x <军衔> <一级上将>. }
mult_constraints_two_reverse	京剧《贵妃醉酒》是谁的代表作？	select ?x where { ?x <职业> <京剧演员>. ?x <主要作品> <贵妃醉酒_（京剧剧目）>. }
mult_constraints_two_reverse	清华大学出了哪些政治家？	select ?x where { ?x <职业> <政治家>. ?x <毕业院校> <清华大学>. }
mult_constraints_two_reverse	钱钟书写过哪些讽刺小说？	select ?x where { ?x <作者> <钱钟书>. ?x <类别> <讽刺小说>. }
mult_constraints_two_reverse	中国女乒选手中毕业于清华大学的是谁？	select ?x where { ?x <运动项目> <乒乓球>. ?x <毕业院校> <清华大学>. }
mult_constraints_two_reverse	在卡拉马运动队中惯用右脚的足球运动员是谁？	select ?x where { ?x <所属运动队> <卡拉马>. ?x <惯用脚> <右脚>. }
mult_constraints_two_reverse	让·雷诺和娜塔莉波特曼共同主演的电影是什么？	select ?x where { ?x <主演> <让·雷诺>. ?x <主演> <娜塔莉_（好莱坞演员娜塔莉·波特曼）>. }
mult_constraints_two_reverse	斯坦福大学出了哪些企业家？	select ?x where { ?x <职业> <企业家>. ?x <毕业院校> <斯坦福大学>. }
mult_constraints_two_reverse	天津大学出过哪些企业家？	select ?x where { ?x <职业> <企业家>. ?x <毕业院校> <天津大学>. }
mult_constraints_two_reverse	东南大学出过哪些科学家？	select ?x where { ?x <职业> <科学家_（从事科学研究的人群）>. ?x <毕业院校> <东南大学>. }
mult_constraints_two_reverse	主要食材是鸭脖子的休息食品品牌是？	select ?x where { ?x <主要食材> <鸭脖子>. ?x <分类> <休闲食品>. }
mult_constraints_two_reverse	由上户彩主演的婚姻题材的日剧？	select ?x where { ?x <主演> <上户彩>. ?x <类型> <婚姻_（汉语词语）>. }
mult_constraints_two_reverse	陈小春和陈冠希一起出演的电影有哪些？	select ?x where { ?x <主演> <陈冠希>. ?x <主演> <陈小春_（中国香港男歌手、演员）>. }
mult_constraints_two_reverse	参演《武神赵子龙》的韩国女演员叫什么？	select ?x where { ?x <国籍> <韩国_（大韩民国）>. ?x <代表作品> <武神赵子龙_（2016年林更新、林允儿主演电视剧）>. }
mult_constraints_two_reverse	杨全仁在北京创办了什么企业？	select ?x where { ?x <创始人> <杨全仁>. ?x <总部地点> <中国北京>. }
mult_constraints_two_reverse	由大卫·凡·安肯导演，皮尔斯·布鲁斯南主演的电影是？	select ?x where { ?x <主演> <皮尔斯·布鲁斯南>. ?x <导演> <大卫·凡·安肯>. }
mult_constraints_two_reverse	复旦大学出了哪些数学家？	select ?x where { ?x <职业> <数学家_（数学家（世界著名数学家））>. ?x <毕业院校> <复旦大学>. }
mult_constraints_two_reverse	由张艺谋导演，巩俐出演的电影有哪些？	select ?x where { ?x <主演> <巩俐>. ?x <导演> <张艺谋>. }
mult_constraints_two_reverse	玄元皇帝指的是哪位哲学家？	select ?x where { ?x <尊号> <玄元皇帝>. ?x <职业> <哲学家_（基础含义）>. }
mult_constraints_two_reverse	列出上海的所有游戏公司吧？	select ?x where { ?x <经营范围> <游戏_（娱乐活动）>. ?x <总部地点> <上海_（中华人民共和国直辖市）>. }
mult_constraints_two_reverse	复旦大学出了哪些政治家？	select ?x where { ?x <职业> <政治家>. ?x <毕业院校> <复旦大学>. }
mult_constraints_two_reverse	有哪些哲学家属于笛卡尔学派？	select ?x where { ?x <学派> <理性主义>. ?x <职业> <哲学家_（基础含义）>. }
mult_constraints_two_reverse	张鲁一和周一围合作的电视剧是哪部？	select ?x where { ?x <主演> <张鲁一>. ?x <主演> <周一围>. }
mult_constraints_two_reverse	复旦大学出了哪些作家？	select ?x where { ?x <职业> <作家_（汉语词语）>. ?x <毕业院校> <复旦大学>. }
mult_constraints_two_reverse	毕业于柏林大学的经济学家有哪些？	select ?x where { ?x <职业> <经济学家_（拥有原创的经济学基础理论的经济学人）>. ?x <毕业院校> <柏林大学>. }
mult_constraints_two_reverse	亚洲哪个国家的官方语言是阿拉伯语？	select ?x where { ?x <所属洲> <亚洲>. ?x <官方语言> <阿拉伯语>. }
mult_constraints_two_reverse	武汉大学出了哪些作家？	select ?x where { ?x <职业> <作家_（汉语词语）>. ?x <毕业院校> <武汉大学>. }
mult_constraints_two_reverse	有哪些美国上市的日本公司？	select ?x where { ?x <国家> <日本>. ?x <上市地点> <美国>. }
mult_constraints_two_reverse	杨紫和张一山搭档的影视作品？	select ?x where { ?x <主演> <杨紫>. ?x <主演> <张一山_（中国内地演员）>. }
mult_constraints_two_reverse	位于日本的休眠火山？	select ?x where { ?x <类型> <休眠火山>. ?x <地点> <日本_（日本国）>. }
